,Class balance,Train size,Model,Implementation,Threshold,Run,AUROC,AUCPR
3409,0.1,1600,1,user-defined,2,7,0.79879,0.81128
3410,0.1,1600,1,user-defined,3,7,0.79898,0.81118
3411,0.1,1600,1,sklearn,-,7,0.79914,0.81127
3412,0.1,1600,2,user-defined,1,7,0.6333,0.64595
3413,0.1,1600,2,user-defined,2,7,0.6333,0.64595
3414,0.1,1600,2,user-defined,3,7,0.6333,0.64595
3415,0.1,1600,2,sklearn,-,7,0.63333,0.74697
3416,0.1,1600,3,user-defined,1,7,0.63945,0.6473
3417,0.1,1600,3,user-defined,2,7,0.63945,0.6473
3418,0.1,1600,3,user-defined,3,7,0.63945,0.6473
3419,0.1,1600,3,sklearn,-,7,0.63949,0.75022
3420,0.1,1600,4,user-defined,1,7,0.79361,0.80765
3421,0.1,1600,4,user-defined,2,7,0.7953,0.81011
3422,0.1,1600,4,user-defined,3,7,0.79654,0.81158
3423,0.1,1600,4,sklearn,-,7,0.79662,0.81201
3424,0.1,3200,1,user-defined,1,7,0.79573,0.81181
3425,0.1,3200,1,user-defined,2,7,0.79808,0.811
3426,0.1,3200,1,user-defined,3,7,0.79895,0.81088
3427,0.1,3200,1,sklearn,-,7,0.79904,0.81067
3428,0.1,3200,2,user-defined,1,7,0.6124,0.63375
3429,0.1,3200,2,user-defined,2,7,0.6124,0.63375
3430,0.1,3200,2,user-defined,3,7,0.6124,0.63375
3431,0.1,3200,2,sklearn,-,7,0.61237,0.73453
3432,0.1,3200,3,user-defined,1,7,0.6208,0.6417
3433,0.1,3200,3,user-defined,2,7,0.6208,0.6417
3434,0.1,3200,3,user-defined,3,7,0.6208,0.6417
3435,0.1,3200,3,sklearn,-,7,0.62082,0.74039
3436,0.1,3200,4,user-defined,1,7,0.79294,0.80816
3437,0.1,3200,4,user-defined,2,7,0.79502,0.80484
3438,0.1,3200,4,user-defined,3,7,0.79611,0.80568
3439,0.1,3200,4,sklearn,-,7,0.79606,0.80555
3440,0.1,6400,1,user-defined,1,7,0.79611,0.81136
3441,0.1,6400,1,user-defined,2,7,0.7987,0.81144
3442,0.1,6400,1,user-defined,3,7,0.79904,0.81165
3443,0.1,6400,1,sklearn,-,7,0.79912,0.81152
3444,0.1,6400,2,user-defined,1,7,0.6375,0.65525
3445,0.1,6400,2,user-defined,2,7,0.6375,0.65525
3446,0.1,6400,2,user-defined,3,7,0.6375,0.65525
3447,0.1,6400,2,sklearn,-,7,0.63752,0.75137
3448,0.1,6400,3,user-defined,1,7,0.6378,0.66045
3449,0.1,6400,3,user-defined,2,7,0.6378,0.66045
3450,0.1,6400,3,user-defined,3,7,0.6378,0.66045
3451,0.1,6400,3,sklearn,-,7,0.63777,0.75294
3452,0.1,6400,4,user-defined,1,7,0.79539,0.81174
3453,0.1,6400,4,user-defined,2,7,0.79823,0.81152
3454,0.1,6400,4,user-defined,3,7,0.79888,0.81232
3455,0.1,6400,4,sklearn,-,7,0.79898,0.81238
3456,0.1,12800,1,user-defined,1,7,0.79486,0.81079
3457,0.1,12800,1,user-defined,2,7,0.7984,0.81192
3458,0.1,12800,1,user-defined,3,7,0.79913,0.81202
3459,0.1,12800,1,sklearn,-,7,0.79911,0.81164
3460,0.1,12800,2,user-defined,1,7,0.63245,0.6507
3461,0.1,12800,2,user-defined,2,7,0.63245,0.6507
3462,0.1,12800,2,user-defined,3,7,0.63245,0.6507
3463,0.1,12800,2,sklearn,-,7,0.63245,0.74789
3464,0.1,12800,3,user-defined,1,7,0.63845,0.66085
3465,0.1,12800,3,user-defined,2,7,0.63845,0.66085
3466,0.1,12800,3,user-defined,3,7,0.63845,0.66085
3467,0.1,12800,3,sklearn,-,7,0.63842,0.75332
3468,0.1,12800,4,user-defined,1,7,0.79473,0.81126
3469,0.1,12800,4,user-defined,2,7,0.79798,0.81077
3470,0.1,12800,4,user-defined,3,7,0.79864,0.81157
3471,0.1,12800,4,sklearn,-,7,0.79883,0.8116
3472,0.2,200,1,user-defined,1,7,0.79283,0.81712
3473,0.2,200,1,user-defined,2,7,0.79602,0.81947
3474,0.2,200,1,user-defined,3,7,0.79654,0.81891
3475,0.2,200,1,sklearn,-,7,0.79654,0.81886
3476,0.2,200,2,user-defined,1,7,0.64375,0.67505
3477,0.2,200,2,user-defined,2,7,0.64375,0.67505
3478,0.2,200,2,user-defined,3,7,0.64375,0.67505
3479,0.2,200,2,sklearn,-,7,0.64371,0.76595
3480,0.2,200,3,user-defined,1,7,0.64455,0.6858
3481,0.2,200,3,user-defined,2,7,0.64455,0.6858
3482,0.2,200,3,user-defined,3,7,0.64455,0.6858
3483,0.2,200,3,sklearn,-,7,0.64454,0.76933
3484,0.2,200,4,user-defined,1,7,0.77114,0.78815
3485,0.2,200,4,user-defined,2,7,0.77464,0.79095
3486,0.2,200,4,user-defined,3,7,0.77528,0.79045
3487,0.2,200,4,sklearn,-,7,0.77534,0.79622
3488,0.2,400,1,user-defined,1,7,0.79364,0.81614
3489,0.2,400,1,user-defined,2,7,0.79585,0.81706
3490,0.2,400,1,user-defined,3,7,0.79702,0.81797
3491,0.2,400,1,sklearn,-,7,0.797,0.81787
3492,0.2,400,2,user-defined,1,7,0.6402,0.6584
3493,0.2,400,2,user-defined,2,7,0.6402,0.6584
3494,0.2,400,2,user-defined,3,7,0.6402,0.6584
3495,0.2,400,2,sklearn,-,7,0.64024,0.76012
3496,0.2,400,3,user-defined,1,7,0.6188,0.63295
3497,0.2,400,3,user-defined,2,7,0.6188,0.63295
3498,0.2,400,3,user-defined,3,7,0.6188,0.63295
3499,0.2,400,3,sklearn,-,7,0.61879,0.74375
3500,0.2,400,4,user-defined,1,7,0.78003,0.80227
3501,0.2,400,4,user-defined,2,7,0.78221,0.8055
3502,0.2,400,4,user-defined,3,7,0.78241,0.80667
3503,0.2,400,4,sklearn,-,7,0.78248,0.81124
3504,0.2,800,1,user-defined,1,7,0.7932,0.8171
3505,0.2,800,1,user-defined,2,7,0.79594,0.81803
3506,0.2,800,1,user-defined,3,7,0.79704,0.81802
3507,0.2,800,1,sklearn,-,7,0.797,0.8179
3508,0.2,800,2,user-defined,1,7,0.6305,0.6595
3509,0.2,800,2,user-defined,2,7,0.6305,0.6595
3510,0.2,800,2,user-defined,3,7,0.6305,0.6595
3511,0.2,800,2,sklearn,-,7,0.63049,0.75616
3512,0.2,800,3,user-defined,1,7,0.6332,0.654
3513,0.2,800,3,user-defined,2,7,0.6332,0.654
3514,0.2,800,3,user-defined,3,7,0.6332,0.654
3515,0.2,800,3,sklearn,-,7,0.63318,0.7558
3516,0.2,800,4,user-defined,1,7,0.78061,0.81806
3517,0.2,800,4,user-defined,2,7,0.78493,0.81728
3518,0.2,800,4,user-defined,3,7,0.78588,0.81484
3519,0.2,800,4,sklearn,-,7,0.78614,0.81506
3520,0.2,1600,1,user-defined,1,7,0.79542,0.81754
3521,0.2,1600,1,user-defined,2,7,0.79631,0.8173
3522,0.2,1600,1,user-defined,3,7,0.79711,0.81865
3523,0.2,1600,1,sklearn,-,7,0.79701,0.81797
3524,0.2,1600,2,user-defined,1,7,0.63825,0.6572
3525,0.2,1600,2,user-defined,2,7,0.63825,0.6572
3526,0.2,1600,2,user-defined,3,7,0.63825,0.6572
3527,0.2,1600,2,sklearn,-,7,0.63825,0.7589
3528,0.2,1600,3,user-defined,1,7,0.62845,0.65215
3529,0.2,1600,3,user-defined,2,7,0.62845,0.65215
3530,0.2,1600,3,user-defined,3,7,0.62845,0.65215
3531,0.2,1600,3,sklearn,-,7,0.62847,0.75325
3532,0.2,1600,4,user-defined,1,7,0.79099,0.81469
3533,0.2,1600,4,user-defined,2,7,0.79205,0.81599
3534,0.2,1600,4,user-defined,3,7,0.79286,0.81688
3535,0.2,1600,4,sklearn,-,7,0.79296,0.81738
3536,0.2,3200,1,user-defined,1,7,0.79332,0.82017
3537,0.2,3200,1,user-defined,2,7,0.7958,0.81854
3538,0.2,3200,1,user-defined,3,7,0.79684,0.8173
3539,0.2,3200,1,sklearn,-,7,0.79694,0.81759
3540,0.2,3200,2,user-defined,1,7,0.63025,0.6586
3541,0.2,3200,2,user-defined,2,7,0.63025,0.6586
3542,0.2,3200,2,user-defined,3,7,0.63025,0.6586
3543,0.2,3200,2,sklearn,-,7,0.63025,0.75582
3544,0.2,3200,3,user-defined,1,7,0.6298,0.6575
3545,0.2,3200,3,user-defined,2,7,0.6298,0.6575
3546,0.2,3200,3,user-defined,3,7,0.6298,0.6575
3547,0.2,3200,3,sklearn,-,7,0.62982,0.75533
3548,0.2,3200,4,user-defined,1,7,0.79284,0.81728
3549,0.2,3200,4,user-defined,2,7,0.79594,0.81726
3550,0.2,3200,4,user-defined,3,7,0.79678,0.81658
3551,0.2,3200,4,sklearn,-,7,0.79674,0.81644
3552,0.2,6400,1,user-defined,1,7,0.7946,0.82016
3553,0.2,6400,1,user-defined,2,7,0.79613,0.81809
3554,0.2,6400,1,user-defined,3,7,0.79694,0.81861
3555,0.2,6400,1,sklearn,-,7,0.79682,0.81874
3556,0.2,6400,2,user-defined,1,7,0.63125,0.6603
3557,0.2,6400,2,user-defined,2,7,0.63125,0.6603
3558,0.2,6400,2,user-defined,3,7,0.63125,0.6603
3559,0.2,6400,2,sklearn,-,7,0.63126,0.75672
3560,0.2,6400,3,user-defined,1,7,0.63065,0.6638
3561,0.2,6400,3,user-defined,2,7,0.63065,0.6638
3562,0.2,6400,3,user-defined,3,7,0.63065,0.6638
3563,0.2,6400,3,sklearn,-,7,0.63063,0.75747
3564,0.2,6400,4,user-defined,1,7,0.79419,0.81957
3565,0.2,6400,4,user-defined,2,7,0.79542,0.8185
3566,0.2,6400,4,user-defined,3,7,0.79643,0.81937
3567,0.2,6400,4,sklearn,-,7,0.79653,0.81941
3568,0.2,12800,1,user-defined,1,7,0.79388,0.82005
3569,0.2,12800,1,user-defined,2,7,0.79653,0.81879
3570,0.2,12800,1,user-defined,3,7,0.79706,0.81868
3571,0.2,12800,1,sklearn,-,7,0.79699,0.81844
3572,0.2,12800,2,user-defined,1,7,0.6191,0.65005
3573,0.2,12800,2,user-defined,2,7,0.6191,0.65005
3574,0.2,12800,2,user-defined,3,7,0.6191,0.65005
3575,0.2,12800,2,sklearn,-,7,0.61913,0.74886
3576,0.2,12800,3,user-defined,1,7,0.62275,0.6567
3577,0.2,12800,3,user-defined,2,7,0.62275,0.6567
3578,0.2,12800,3,user-defined,3,7,0.62275,0.6567
3579,0.2,12800,3,sklearn,-,7,0.62273,0.75228
3580,0.2,12800,4,user-defined,1,7,0.79358,0.81997
3581,0.2,12800,4,user-defined,2,7,0.79519,0.81821
3582,0.2,12800,4,user-defined,3,7,0.79617,0.81787
3583,0.2,12800,4,sklearn,-,7,0.79633,0.81812
3584,0.3,200,1,user-defined,1,7,0.7934,0.82757
3585,0.3,200,1,user-defined,2,7,0.79695,0.82866
3586,0.3,200,1,user-defined,3,7,0.7982,0.83001
3587,0.3,200,1,sklearn,-,7,0.7982,0.82994
3588,0.3,200,2,user-defined,1,7,0.6518,0.69175
3589,0.3,200,2,user-defined,2,7,0.6518,0.69175
3590,0.3,200,2,user-defined,3,7,0.6518,0.69175
3591,0.3,200,2,sklearn,-,7,0.65184,0.78188
3592,0.3,200,3,user-defined,1,7,0.6358,0.67755
3593,0.3,200,3,user-defined,2,7,0.6358,0.67755
3594,0.3,200,3,user-defined,3,7,0.6358,0.67755
3595,0.3,200,3,sklearn,-,7,0.63579,0.77167
3596,0.3,200,4,user-defined,1,7,0.77185,0.79758
3597,0.3,200,4,user-defined,2,7,0.77339,0.79865
3598,0.3,200,4,user-defined,3,7,0.77433,0.79942
3599,0.3,200,4,sklearn,-,7,0.77452,0.80663
3600,0.3,400,1,user-defined,1,7,0.79619,0.82948
3601,0.3,400,1,user-defined,2,7,0.7973,0.82891
3602,0.3,400,1,user-defined,3,7,0.79808,0.82964
3603,0.3,400,1,sklearn,-,7,0.79798,0.82938
3604,0.3,400,2,user-defined,1,7,0.6336,0.6628
3605,0.3,400,2,user-defined,2,7,0.6336,0.6628
3606,0.3,400,2,user-defined,3,7,0.6336,0.6628
3607,0.3,400,2,sklearn,-,7,0.63357,0.76687
3608,0.3,400,3,user-defined,1,7,0.63065,0.6638
3609,0.3,400,3,user-defined,2,7,0.63065,0.6638
3610,0.3,400,3,user-defined,3,7,0.63065,0.6638
3611,0.3,400,3,sklearn,-,7,0.63065,0.76588
3612,0.3,400,4,user-defined,1,7,0.7835,0.81266
3613,0.3,400,4,user-defined,2,7,0.78558,0.81191
3614,0.3,400,4,user-defined,3,7,0.78668,0.81399
3615,0.3,400,4,sklearn,-,7,0.78648,0.82332
3616,0.3,800,1,user-defined,1,7,0.79554,0.83117
3617,0.3,800,1,user-defined,2,7,0.79764,0.8301
3618,0.3,800,1,user-defined,3,7,0.79816,0.83019
3619,0.3,800,1,sklearn,-,7,0.79824,0.83012
3620,0.3,800,2,user-defined,1,7,0.6193,0.65705
3621,0.3,800,2,user-defined,2,7,0.6193,0.65705
3622,0.3,800,2,user-defined,3,7,0.6193,0.65705
3623,0.3,800,2,sklearn,-,7,0.61928,0.75943
3624,0.3,800,3,user-defined,1,7,0.62505,0.6703
3625,0.3,800,3,user-defined,2,7,0.62505,0.6703
3626,0.3,800,3,user-defined,3,7,0.62505,0.6703
3627,0.3,800,3,sklearn,-,7,0.62508,0.7655
3628,0.3,800,4,user-defined,1,7,0.78042,0.82654
3629,0.3,800,4,user-defined,2,7,0.7839,0.82546
3630,0.3,800,4,user-defined,3,7,0.78595,0.8242
3631,0.3,800,4,sklearn,-,7,0.7861,0.8254
3632,0.3,1600,1,user-defined,1,7,0.79541,0.82871
3633,0.3,1600,1,user-defined,2,7,0.79688,0.82959
3634,0.3,1600,1,user-defined,3,7,0.79821,0.82999
3635,0.3,1600,1,sklearn,-,7,0.79822,0.83003
3636,0.3,1600,2,user-defined,1,7,0.6287,0.66295
3637,0.3,1600,2,user-defined,2,7,0.6287,0.66295
3638,0.3,1600,2,user-defined,3,7,0.6287,0.66295
3639,0.3,1600,2,sklearn,-,7,0.6287,0.76485
3640,0.3,1600,3,user-defined,1,7,0.63625,0.6755
3641,0.3,1600,3,user-defined,2,7,0.63625,0.6755
3642,0.3,1600,3,user-defined,3,7,0.63625,0.6755
3643,0.3,1600,3,sklearn,-,7,0.63624,0.77128
3644,0.3,1600,4,user-defined,1,7,0.79188,0.82432
3645,0.3,1600,4,user-defined,2,7,0.79413,0.82722
3646,0.3,1600,4,user-defined,3,7,0.79525,0.82882
3647,0.3,1600,4,sklearn,-,7,0.79538,0.82896
3648,0.3,3200,1,user-defined,1,7,0.79464,0.83144
3649,0.3,3200,1,user-defined,2,7,0.79731,0.83029
3650,0.3,3200,1,user-defined,3,7,0.79769,0.82873
3651,0.3,3200,1,sklearn,-,7,0.79782,0.82908
3652,0.3,3200,2,user-defined,1,7,0.6246,0.6678
3653,0.3,3200,2,user-defined,2,7,0.6246,0.6678
3654,0.3,3200,2,user-defined,3,7,0.6246,0.6678
3655,0.3,3200,2,sklearn,-,7,0.62456,0.76456
3656,0.3,3200,3,user-defined,1,7,0.6398,0.67895
3657,0.3,3200,3,user-defined,2,7,0.6398,0.67895
3658,0.3,3200,3,user-defined,3,7,0.6398,0.67895
3659,0.3,3200,3,sklearn,-,7,0.6398,0.77364
3660,0.3,3200,4,user-defined,1,7,0.79463,0.82991
3661,0.3,3200,4,user-defined,2,7,0.79724,0.83011
3662,0.3,3200,4,user-defined,3,7,0.79745,0.82923
3663,0.3,3200,4,sklearn,-,7,0.79743,0.82854
3664,0.3,6400,1,user-defined,1,7,0.79606,0.83084
3665,0.3,6400,1,user-defined,2,7,0.79781,0.82999
3666,0.3,6400,1,user-defined,3,7,0.7983,0.83013
3667,0.3,6400,1,sklearn,-,7,0.79828,0.83029
3668,0.3,6400,2,user-defined,1,7,0.6247,0.667
3669,0.3,6400,2,user-defined,2,7,0.6247,0.667
3670,0.3,6400,2,user-defined,3,7,0.6247,0.667
3671,0.3,6400,2,sklearn,-,7,0.62466,0.76437
3672,0.3,6400,3,user-defined,1,7,0.6299,0.6741
3673,0.3,6400,3,user-defined,2,7,0.6299,0.6741
3674,0.3,6400,3,user-defined,3,7,0.6299,0.6741
3675,0.3,6400,3,sklearn,-,7,0.6299,0.76842
3676,0.3,6400,4,user-defined,1,7,0.79461,0.83098
3677,0.3,6400,4,user-defined,2,7,0.79686,0.83099
3678,0.3,6400,4,user-defined,3,7,0.79737,0.83038
3679,0.3,6400,4,sklearn,-,7,0.79744,0.83055
3680,0.3,12800,1,user-defined,1,7,0.79498,0.83151
3681,0.3,12800,1,user-defined,2,7,0.79754,0.83007
3682,0.3,12800,1,user-defined,3,7,0.7981,0.82963
3683,0.3,12800,1,sklearn,-,7,0.79813,0.82973
3684,0.3,12800,2,user-defined,1,7,0.6353,0.6827
3685,0.3,12800,2,user-defined,2,7,0.6353,0.6827
3686,0.3,12800,2,user-defined,3,7,0.6353,0.6827
3687,0.3,12800,2,sklearn,-,7,0.6353,0.77291
3688,0.3,12800,3,user-defined,1,7,0.629,0.6766
3689,0.3,12800,3,user-defined,2,7,0.629,0.6766
3690,0.3,12800,3,user-defined,3,7,0.629,0.6766
3691,0.3,12800,3,sklearn,-,7,0.629,0.7688
3692,0.3,12800,4,user-defined,1,7,0.7947,0.82999
3693,0.3,12800,4,user-defined,2,7,0.79717,0.82876
3694,0.3,12800,4,user-defined,3,7,0.7978,0.82885
3695,0.3,12800,4,sklearn,-,7,0.79783,0.82913
3696,0.4,200,1,user-defined,1,7,0.79537,0.84083
3697,0.4,200,1,user-defined,2,7,0.79721,0.84118
3698,0.4,200,1,user-defined,3,7,0.79762,0.8397
3699,0.4,200,1,sklearn,-,7,0.79759,0.83975
3700,0.4,200,2,user-defined,1,7,0.6388,0.672
3701,0.4,200,2,user-defined,2,7,0.6388,0.672
3702,0.4,200,2,user-defined,3,7,0.6388,0.672
3703,0.4,200,2,sklearn,-,7,0.63883,0.7812
3704,0.4,200,3,user-defined,1,7,0.64205,0.66865
3705,0.4,200,3,user-defined,2,7,0.64205,0.66865
3706,0.4,200,3,user-defined,3,7,0.64205,0.66865
3707,0.4,200,3,sklearn,-,7,0.64203,0.78205
3708,0.4,200,4,user-defined,1,7,0.76409,0.80732
3709,0.4,200,4,user-defined,2,7,0.76587,0.80989
3710,0.4,200,4,user-defined,3,7,0.76683,0.81307
3711,0.4,200,4,sklearn,-,7,0.76664,0.81806
3712,0.4,400,1,user-defined,1,7,0.79408,0.83887
3713,0.4,400,1,user-defined,2,7,0.79664,0.83919
3714,0.4,400,1,user-defined,3,7,0.79743,0.83965
3715,0.4,400,1,sklearn,-,7,0.79741,0.83945
3716,0.4,400,2,user-defined,1,7,0.6269,0.68735
3717,0.4,400,2,user-defined,2,7,0.6269,0.68735
3718,0.4,400,2,user-defined,3,7,0.6269,0.68735
3719,0.4,400,2,sklearn,-,7,0.62688,0.78024
3720,0.4,400,3,user-defined,1,7,0.62725,0.67785
3721,0.4,400,3,user-defined,2,7,0.62725,0.67785
3722,0.4,400,3,user-defined,3,7,0.62725,0.67785
3723,0.4,400,3,sklearn,-,7,0.62722,0.77777
3724,0.4,400,4,user-defined,1,7,0.78231,0.82572
3725,0.4,400,4,user-defined,2,7,0.78418,0.8244
3726,0.4,400,4,user-defined,3,7,0.78432,0.82497
3727,0.4,400,4,sklearn,-,7,0.78415,0.83409
3728,0.4,800,1,user-defined,1,7,0.7929,0.83845
3729,0.4,800,1,user-defined,2,7,0.79587,0.83847
3730,0.4,800,1,user-defined,3,7,0.79727,0.8393
3731,0.4,800,1,sklearn,-,7,0.79731,0.83928
3732,0.4,800,2,user-defined,1,7,0.63135,0.6936
3733,0.4,800,2,user-defined,2,7,0.63135,0.6936
3734,0.4,800,2,user-defined,3,7,0.63135,0.6936
3735,0.4,800,2,sklearn,-,7,0.63135,0.78359
3736,0.4,800,3,user-defined,1,7,0.6296,0.68525
3737,0.4,800,3,user-defined,2,7,0.6296,0.68525
3738,0.4,800,3,user-defined,3,7,0.6296,0.68525
3739,0.4,800,3,sklearn,-,7,0.62961,0.78065
3740,0.4,800,4,user-defined,1,7,0.78478,0.83587
3741,0.4,800,4,user-defined,2,7,0.78717,0.83629
3742,0.4,800,4,user-defined,3,7,0.78808,0.83718
3743,0.4,800,4,sklearn,-,7,0.7884,0.83755
3744,0.4,1600,1,user-defined,1,7,0.794,0.83865
3745,0.4,1600,1,user-defined,2,7,0.79705,0.84037
3746,0.4,1600,1,user-defined,3,7,0.79759,0.84002
3747,0.4,1600,1,sklearn,-,7,0.79757,0.83969
3748,0.4,1600,2,user-defined,1,7,0.63775,0.6877
3749,0.4,1600,2,user-defined,2,7,0.63775,0.6877
3750,0.4,1600,2,user-defined,3,7,0.63775,0.6877
3751,0.4,1600,2,sklearn,-,7,0.63776,0.78441
3752,0.4,1600,3,user-defined,1,7,0.64005,0.6905
3753,0.4,1600,3,user-defined,2,7,0.64005,0.6905
3754,0.4,1600,3,user-defined,3,7,0.64005,0.6905
3755,0.4,1600,3,sklearn,-,7,0.64005,0.78602
3756,0.4,1600,4,user-defined,1,7,0.79115,0.8366
3757,0.4,1600,4,user-defined,2,7,0.79315,0.83815
3758,0.4,1600,4,user-defined,3,7,0.79424,0.83884
3759,0.4,1600,4,sklearn,-,7,0.79423,0.83906
3760,0.4,3200,1,user-defined,1,7,0.79422,0.8398
3761,0.4,3200,1,user-defined,2,7,0.79613,0.83846
3762,0.4,3200,1,user-defined,3,7,0.79736,0.83915
3763,0.4,3200,1,sklearn,-,7,0.79739,0.83939
3764,0.4,3200,2,user-defined,1,7,0.62545,0.6837
3765,0.4,3200,2,user-defined,2,7,0.62545,0.6837
3766,0.4,3200,2,user-defined,3,7,0.62545,0.6837
3767,0.4,3200,2,sklearn,-,7,0.62547,0.77871
3768,0.4,3200,3,user-defined,1,7,0.6242,0.6789
3769,0.4,3200,3,user-defined,2,7,0.6242,0.6789
3770,0.4,3200,3,user-defined,3,7,0.6242,0.6789
3771,0.4,3200,3,sklearn,-,7,0.6242,0.77691
3772,0.4,3200,4,user-defined,1,7,0.79104,0.83517
3773,0.4,3200,4,user-defined,2,7,0.79445,0.83797
3774,0.4,3200,4,user-defined,3,7,0.79573,0.83799
3775,0.4,3200,4,sklearn,-,7,0.79585,0.83797
3776,0.4,6400,1,user-defined,1,7,0.79449,0.84083
3777,0.4,6400,1,user-defined,2,7,0.79747,0.8413
3778,0.4,6400,1,user-defined,3,7,0.79808,0.84089
3779,0.4,6400,1,sklearn,-,7,0.79797,0.84057
3780,0.4,6400,2,user-defined,1,7,0.63145,0.6892
3781,0.4,6400,2,user-defined,2,7,0.63145,0.6892
3782,0.4,6400,2,user-defined,3,7,0.63145,0.6892
3783,0.4,6400,2,sklearn,-,7,0.63143,0.7824
3784,0.4,6400,3,user-defined,1,7,0.6299,0.68335
3785,0.4,6400,3,user-defined,2,7,0.6299,0.68335
3786,0.4,6400,3,user-defined,3,7,0.6299,0.68335
3787,0.4,6400,3,sklearn,-,7,0.62994,0.78027
3788,0.4,6400,4,user-defined,1,7,0.79354,0.83984
3789,0.4,6400,4,user-defined,2,7,0.79674,0.84048
3790,0.4,6400,4,user-defined,3,7,0.79796,0.84077
3791,0.4,6400,4,sklearn,-,7,0.79805,0.84079
3792,0.4,12800,1,user-defined,1,7,0.79383,0.83876
3793,0.4,12800,1,user-defined,2,7,0.79642,0.83912
3794,0.4,12800,1,user-defined,3,7,0.79762,0.83983
3795,0.4,12800,1,sklearn,-,7,0.79765,0.83989
3796,0.4,12800,2,user-defined,1,7,0.63155,0.6909
3797,0.4,12800,2,user-defined,2,7,0.63155,0.6909
3798,0.4,12800,2,user-defined,3,7,0.63155,0.6909
3799,0.4,12800,2,sklearn,-,7,0.63155,0.78292
3800,0.4,12800,3,user-defined,1,7,0.62205,0.68255
3801,0.4,12800,3,user-defined,2,7,0.62205,0.68255
3802,0.4,12800,3,user-defined,3,7,0.62205,0.68255
3803,0.4,12800,3,sklearn,-,7,0.62205,0.77716
3804,0.4,12800,4,user-defined,1,7,0.79277,0.83785
3805,0.4,12800,4,user-defined,2,7,0.79586,0.83866
3806,0.4,12800,4,user-defined,3,7,0.79729,0.83947
3807,0.4,12800,4,sklearn,-,7,0.79721,0.83916
3808,0.5,200,1,user-defined,1,7,0.79574,0.84929
3809,0.5,200,1,user-defined,2,7,0.79789,0.84954
3810,0.5,200,1,user-defined,3,7,0.79923,0.85021
3811,0.5,200,1,sklearn,-,7,0.79923,0.84993
3812,0.5,200,2,user-defined,1,7,0.6407,0.6768
3813,0.5,200,2,user-defined,2,7,0.6407,0.6768
3814,0.5,200,2,user-defined,3,7,0.6407,0.6768
3815,0.5,200,2,sklearn,-,7,0.64071,0.79123
3816,0.5,200,3,user-defined,1,7,0.6385,0.69325
3817,0.5,200,3,user-defined,2,7,0.6385,0.69325
3818,0.5,200,3,user-defined,3,7,0.6385,0.69325
3819,0.5,200,3,sklearn,-,7,0.6385,0.79374
3820,0.5,200,4,user-defined,1,7,0.77778,0.83191
3821,0.5,200,4,user-defined,2,7,0.78261,0.83062
3822,0.5,200,4,user-defined,3,7,0.78579,0.83522
3823,0.5,200,4,sklearn,-,7,0.78665,0.84374
3824,0.5,400,1,user-defined,1,7,0.79439,0.84701
3825,0.5,400,1,user-defined,2,7,0.79802,0.84955
3826,0.5,400,1,user-defined,3,7,0.79874,0.84888
3827,0.5,400,1,sklearn,-,7,0.79876,0.84888
3828,0.5,400,2,user-defined,1,7,0.63,0.69565
3829,0.5,400,2,user-defined,2,7,0.63,0.69565
3830,0.5,400,2,user-defined,3,7,0.63,0.69565
3831,0.5,400,2,sklearn,-,7,0.63002,0.79113
3832,0.5,400,3,user-defined,1,7,0.6375,0.6955
3833,0.5,400,3,user-defined,2,7,0.6375,0.6955
3834,0.5,400,3,user-defined,3,7,0.6375,0.6955
3835,0.5,400,3,sklearn,-,7,0.63748,0.79387
3836,0.5,400,4,user-defined,1,7,0.78709,0.83904
3837,0.5,400,4,user-defined,2,7,0.79022,0.84281
3838,0.5,400,4,user-defined,3,7,0.79012,0.84115
3839,0.5,400,4,sklearn,-,7,0.79001,0.84494
3840,0.5,800,1,user-defined,1,7,0.7955,0.85003
3841,0.5,800,1,user-defined,2,7,0.79804,0.84933
3842,0.5,800,1,user-defined,3,7,0.79911,0.84934
3843,0.5,800,1,sklearn,-,7,0.79904,0.84945
3844,0.5,800,2,user-defined,1,7,0.6349,0.703
3845,0.5,800,2,user-defined,2,7,0.6349,0.703
3846,0.5,800,2,user-defined,3,7,0.6349,0.703
3847,0.5,800,2,sklearn,-,7,0.63492,0.79481
3848,0.5,800,3,user-defined,1,7,0.6229,0.6956
3849,0.5,800,3,user-defined,2,7,0.6229,0.6956
3850,0.5,800,3,user-defined,3,7,0.6229,0.6956
3851,0.5,800,3,sklearn,-,7,0.62289,0.78863
3852,0.5,800,4,user-defined,1,7,0.78549,0.84584
3853,0.5,800,4,user-defined,2,7,0.78967,0.84742
3854,0.5,800,4,user-defined,3,7,0.7906,0.84734
3855,0.5,800,4,sklearn,-,7,0.79077,0.84831
3856,0.5,1600,1,user-defined,1,7,0.79483,0.84806
3857,0.5,1600,1,user-defined,2,7,0.79769,0.84982
3858,0.5,1600,1,user-defined,3,7,0.79871,0.84873
3859,0.5,1600,1,sklearn,-,7,0.79872,0.84882
3860,0.5,1600,2,user-defined,1,7,0.6354,0.70325
3861,0.5,1600,2,user-defined,2,7,0.6354,0.70325
3862,0.5,1600,2,user-defined,3,7,0.6354,0.70325
3863,0.5,1600,2,sklearn,-,7,0.63542,0.79505
3864,0.5,1600,3,user-defined,1,7,0.6504,0.7073
3865,0.5,1600,3,user-defined,2,7,0.6504,0.7073
